Timestamp,Employment Type,Company Name,Company Size - # Employees,Primary Location (Country),Primary Location (City),Industry in Company,Public or Private Company,Years Experience in Industry,Years of Experience in Current Company  ,Job Title In Company,Job Ladder,Job Level,Required Hours Per Week,Actual Hours Per Week,Highest Level of Formal Education Completed,Total Base Salary in 2018 (in USD),Total Bonus in 2018 (cumulative annual value in USD),Total Stock Options/Equity in 2018 (cumulative annual value in USD),Health Insurance Offered,Annual Vacation (in Weeks),Are you happy at your current position?,Do you plan to resign in the next 12 months?,What are your thoughts about the direction of your industry?,Gender,Final Question: What are the top skills (you define what that means) that you believe will be necessary for job growth in your industry over the next 10 years?,Have you ever done a bootcamp? If so was it worth it?
9/11/2019 15:22:23,Full-time,Healthcare,"10,000-99,999",United States (US),Northern NJ,Healthcare,Non-profit,5-10,5-10,System Engineer II,System Admin,2 (II),20-39,40-49,Undergraduate Degree,85000,0,0,Yes,4,Yes,No,Only growing,Male,"Cloud, Azure, AWS",Yes - meh
9/11/2019 15:23:08,Full-time,,"1,000-9,999",United States (US),,Healthcare,Non-profit,2-5,2-5,Senior InfoSec Engineer,Information Security,,40+,70-89,Undergraduate Degree,76200,0,0,Yes,6+,It's Complicated,Don't know,,Male,"Python, Powershell, soft skills",Yes - meh
9/11/2019 15:22:56,Full-time,Big Healthcare Company ,"1,000-9,999",Brazil (BR),Brasilia,Healthcare,Non-profit,10-20,10-20,Senior IT Analyst,System Admin,6 (VI),40+,40-49,Doctorate or Post-doctorate,27000,0,0,Yes,4,Yes,Don't know,"It will collapse in the future or undergo a major change. Currently, the price of healthcare procedures is gradually increasing, while member revenues cannot keep up with spending growth.",Male,"Problem solving,  Ability to learn, Automation, Cloud Computing Services",No - never did one
9/11/2019 15:23:16,Full-time,,100-999,United States (US),The Woodlands,Energy,Private,2-5,0-2,Systems Engineer,System Admin,,40+,20-39,High School,125000,25000,0,Yes,4,Yes,No,,Male,"cloud integration, endpoint management",No - never did one
9/11/2019 15:23:54,Full-time,,100-999,United States (US),"Seattle, WA",IT,Private,5-10,10-20,Systems Engineer,System Admin,1 (I),40+,40-49,High School,87184,1743,0,Yes,5,Yes,No,,Male,Cloud related technologies,No - never did one
9/11/2019 15:23:40,Full-time,,100-999,United States (US),Roanoke,Healthcare,Private,5-10,5-10,Systems Administrator,System Admin,,40+,40-49,Graduate Degree,46000,500,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:23:58,Full-time,someteam,20-99,Sweden (SE),Stockholm,Web Development,Private,2-5,0-2,Software engineer,Software Engineer (SWE),,40+,20-39,Undergraduate Degree,49527,,,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 15:24:46,Full-time,Disney,"10,000-99,999",United States (US),Bristol,Software,Public,10-20,2-5,Quality Analyst,QA,3 (III),40+,40-49,Undergraduate Degree,96000,0,0,Yes,3,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:24:17,Full-time,Drexel University,"1,000-9,999",United States (US),Philadelphia,Education,Academia,10-20,5-10,Systems Administrator,System Admin,,40+,20-39,Trade School,68000,,,Yes,4,It's Complicated,No,University as a whole is struggling.  Multiple layoffs/re-structuring  in past 4 years.  Upper administration is short sighted.  The dept I work for is forced into a smaller budget (so I'm told) often leaving little to no room for IT budget nor professional growth.,Male,Infosec,No - never did one
9/11/2019 15:25:04,Full-time,,100-999,United States (US),Lexington,Sports / Regulation,Non-profit,5-10,0-2,Network Security Administrator,Newtork Admin,,20-39,40-49,Trade School,65000,0,0,Yes,4,Yes,Don't know,,Male,"Data security, virtualization, mesh, off premise hybrid",No - never did one
9/11/2019 15:26:00,Full-time,Tech,"1,000-9,999",Australia (AU),,Software,Public,0-2,0-2,Senior Site Reliability Engineer,Site Reliability Engineer (SRE),4 (IV),20-39,20-39,Undergraduate Degree,72000,7500,25000,N/A,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:25:39,Full-time,,"1,000-9,999",United States (US),Boston,Insurance,Private,2-5,0-2,Product Manager,Product Manager,,40+,40-49,Undergraduate Degree,100000,5000,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:25:52,Full-time,,20-99,United Kingdom (GB),Glasgow,Software,Public,2-5,0-2,Software Developer / System administrator,System Admin,,20-39,20-39,Graduate Degree,34000,2400,1200,No,5,Yes,No,,Male,,No - never did one
9/11/2019 15:26:03,Full-time,,20-99,France (FR),Paris,Internet Services,Private,2-5,0-2,Backend developer,Software Engineer (SWE),,20-39,20-39,High School,57000,,,Yes,2,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:26:09,Full-time,Thales,"10,000-99,999",Greece (GR),,Aerospace,Private,5-10,2-5,Sysadmin,System Admin,,40+,40-49,Professional Certifications,26000,1800,,Yes,5,Yes,Don't know,,Male,"Databases,Network",No - never did one
9/11/2019 15:26:15,Contractor,None of your biz,"10,000-99,999",United States (US),San Francisco,Retail,Public,2-5,2-5,Audio video tech ,Technical Support Engineer,2 (II),40+,40-49,Trade School,110000,0,0,Yes,2,Yes,No,You get out what you out in. ,Male,I work hard and show up on time ,No - never did one
9/11/2019 15:26:17,Full-time,density,20-99,United States (US),,Software,Private,5-10,0-2,Senior DevOps Engineer,Dev-Ops,,40+,50-69,Undergraduate Degree,125000,,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:26:38,Full-time,Evolvtec,20-99,United States (US),Fort Myers,Public Sector,Public,2-5,0-2,Systems Engineer ,System Admin,,40+,50-69,Professional Certifications,48000,100,0,Yes,2,No,Yes,"More regulation is required by local and federal governments, IT really feels like the wild west. ",Male,"Linux, Powershell, Automation",No - never did one
9/11/2019 15:26:30,Full-time,,"1,000-9,999",United States (US),,Telecommunications,Private,10-20,10-20,Senior Support Engineer,Technical Support Engineer,,40+,40-49,High School,83000,11000,,Yes,5,It's Complicated,No,,Male,,No - never did one
9/11/2019 15:26:33,Full-time,,20-99,United States (US),San Diego,Healthcare,Private,10-20,0-2,Technical Implementation Administrator,Technical Support Engineer,2 (II),40+,40-49,Graduate Degree,115000,0,,Yes,2,It's Complicated,Don't know,Healthcare has a lot of opportunities for technical solutions to improve all aspects of the industry. A lot of the systems in use in hospitals look like stuff from War Games.,Male,"Learn about data security and systems integrations. Learn how to translate data from one system into another, and how you can leverage data stored in only one app may create crazy good metrics and analytics if you combine it with data from another system's DB.",No - never did one
9/11/2019 15:27:00,Full-time,,100-999,United States (US),St Louis,Education,Academia,10-20,10-20,Database Administrator,Database Administrator,3 (III),40+,40-49,Undergraduate Degree,66000,0,0,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:27:09,Full-time,N/A,"1,000-9,999",Australia (AU),,Healthcare,Private,10-20,2-5,Application Administrator,Program Manager,,20-39,20-39,Trade School,44600,,,No,4,Yes,No,,Male,,No - never did one
9/11/2019 15:27:10,Part-time,WigaSoft AG,20-99,Switzerland (CH),St. Gallen,Software,Private,5-10,2-5,Software Developer,Software Engineer (SWE),,20-39,20-39,Professional Certifications,57574.66,0,0,N/A,4,It's Complicated,No,,Male,,No - never did one
9/11/2019 15:27:15,Full-time,,"1,000-9,999",United States (US),Westbrook,Veterinary Services,Public,2-5,2-5,DevOps Engineer,Dev-Ops,2 (II),40+,40-49,Undergraduate Degree,85000,3500,3200,Yes,4,Yes,No,,Male,"Critical Thinking, Communication, Long Term Vision, Simplistic Mindset",No - never did one
9/11/2019 15:27:19,Contractor,Robert Half,"1,000-9,999",United States (US),Oklahoma City,Energy,Public,5-10,0-2,Systems Administrator,System Admin,3 (III),20-39,20-39,High School,75000,,,No,0,No,Don't know,,Male,"Adaptibility, Scripting, Soft Skills, Automation Tools (puppet, ansible, etc), and Public/Private Cloud platforms",No - never did one
9/11/2019 15:27:42,Full-time,Tyler Technologies,"1,000-9,999",United States (US),Portland ME,Software,Public,5-10,0-2,DevOps Engineer,Dev-Ops,,40+,40-49,Undergraduate Degree,83000,,,Yes,3,Yes,No,,Male,"Scripting, configuration management, cloud architecture",No - never did one
9/11/2019 15:27:46,Full-time,,20-99,Sweden (SE),Umeå,IT,Private,10-20,5-10,System Consultant,System Admin,,40+,40-49,High School,38200,5400,,Yes,5,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:27:52,Full-time,,100-999,United Kingdom (GB),Edinburgh,Software,Public,2-5,5-10,System Administrator,System Admin,,40+,50-69,Graduate Degree,38000,0,0,N/A,4,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:28:07,Full-time,BAE Systems,"10,000-99,999",United States (US),Salt Lake City,Public Sector,Private,5-10,5-10,Seniour System Administrator,System Admin,,40+,40-49,Associate Degree (2 year),84000,,,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 15:28:17,Full-time,State University ,"1,000-9,999",United States (US),Kansas,Education,Public,5-10,5-10,Microsoft Systems engineer,System Admin,1 (I),40+,40-49,High School,70000,0,0,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:28:26,Full-time,Confidential,100-999,United Kingdom (GB),London,Media - Print & Journalism,Private,5-10,5-10,Network Administrator,System Admin,,20-39,20-39,Undergraduate Degree,39453,0,0,No,5,Yes,No,"Published print media is obviously on the way out. My company is slowly and clumsily moving into data ops, using the intelligence gathered from decades of journalistic investigation to offer value to our existing clients.",Male,"In publishing? No idea, I'm a sysadmin lol",Yes - meh
9/11/2019 15:28:30,Full-time,,"1,000-9,999",United Kingdom (GB),,General Engineering,Private,5-10,2-5,IT Support Manager,System Admin,,20-39,40-49,Professional Certifications,49316.6,,,N/A,4,Yes,No,,Male,,No - never did one
9/11/2019 15:29:02,Full-time,IGY,100-999,United States (US),Gainesville,IT,Private,2-5,0-2,IT Admin,System Admin,,40+,20-39,Undergraduate Degree,34000,0,0,Yes,2,No,Yes,,Male,"docker, linux, kubernetes, rust",No - never did one
9/11/2019 15:29:02,Full-time,,100-999,Portugal (PT),,Internet Services,Public,5-10,2-5,System Administrator,System Admin,,40+,40-49,High School,23000,3000,,Yes,4,Yes,Don't know,,Male,,Yes - meh
9/11/2019 15:29:26,Full-time,State Universities Retirement System,100-999,United States (US),Champaign,Public Sector,Public,0-2,0-2,Security Analyst,System Admin,1 (I),40+,20-39,Undergraduate Degree,45000,1000,,Yes,2,It's Complicated,No,,Male,,Yes - meh
9/11/2019 15:29:37,Contractor,Sogeti,"1,000-9,999",United States (US),Cincinnati,Consulting,Public,2-5,0-2,Consultant,Software Engineer (SWE),,40+,40-49,Graduate Degree,80000,,,Yes,3,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:29:52,Full-time,St Vincent,100-999,United States (US),Leadville,Healthcare,Private,0-2,0-2,End User Support,System Admin,1 (I),20-39,20-39,Undergraduate Degree,45000,0,,Yes,2,Yes,Don't know,,Male,My plan is to get top paying core infrastructure certifications and move into security. This includes Cisco ccnp Microsoft mcse cissp ,No - never did one
9/11/2019 15:30:05,Full-time,Biosite,100-999,United Kingdom (GB),Birmingham,Software,Private,0-2,0-2,Junior Product Owner,Product Manager,,40+,40-49,Undergraduate Degree,27000,0,0,N/A,4,No,Yes,,Male,,No - never did one
9/11/2019 15:30:11,Full-time,KPMG,"100,000+",United States (US),Atlanta,Consulting,Private,0-2,0-2,Advisory Associate,Cyber Security Consultant,,40+,50-69,Undergraduate Degree,68000,,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:30:13,Full-time,Wipro Limited,"10,000-99,999",United States (US),"Farmington Hills, MI",IT,N/A,5-10,0-2,System Administrator,System Admin,,40+,40-49,Undergraduate Degree,85000,0,0,Yes,3,No,Yes,,Male,,Yes - meh
9/11/2019 15:30:19,Full-time,,"1,000-9,999",United States (US),Milwaukee,Education,Academia,5-10,5-10,IT Manager,Management,2 (II),40+,40-49,Undergraduate Degree,85000,0,0,Yes,4,It's Complicated,No,Stable but not growing,Male,Leadership,
9/11/2019 15:30:23,Full-time,,100-999,United States (US),,Manufacturing,Private,10-20,5-10,IT Systems and Solutions Manager,System Admin,,40+,40-49,Undergraduate Degree,82000,28000,0,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 15:30:47,Full-time,,100-999,United States (US),Latrobe,IT,Public,5-10,10-20,Network Administrator,Newtork Admin,,40+,40-49,Undergraduate Degree,52000,0,0,Yes,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:30:53,Full-time,,100-999,Germany (DE),Saarbrücken,Education,Academia,2-5,2-5,Research Assistant,Research,2 (II),40+,40-49,Graduate Degree,57000,,,N/A,6+,Yes,Yes,,Male,"Docker, Java, Python, CI/CD",No - never did one
9/11/2019 15:30:55,Full-time,,100-999,United States (US),,Consulting,Private,5-10,2-5,Principal Consultant,DBA Consultant,,40+,40-49,Undergraduate Degree,133694,17500,,Yes,3,Yes,No,"I think it's possible that within the next 10 years there could be a shift back to hosting on-prem rather than using predominantly cloud services due to a lack of percieved ""control"" over company data/systems. I could also be completely wrong of course.",Male,Automation scripting and cloud knowledge (although that might go back to on-prem per my above comments),No - never did one
9/11/2019 15:30:55,Full-time,,100-999,Luxembourg (LU),,Finance,Public,5-10,0-2,Windows system administrator,System Admin,,40+,40-49,Graduate Degree,72000,0,0,No,5,No,Yes,,Male,,No - never did one
9/11/2019 15:31:13,Full-time,,"10,000-99,999",United States (US),Pittsburgh,Manufacturing,Public,0-2,0-2,Entry Software Developer,Software Engineer (SWE),1 (I),40+,40-49,Undergraduate Degree,68000,3500,0,Yes,3,Yes,No,"IT leadership is great, buisness leadership could use some work.",Male,,No - never did one
9/11/2019 15:31:15,Full-time,,"1,000-9,999",United States (US),Cleveland,Retail,Private,2-5,2-5,Windows Server Administrator,System Admin,,40+,40-49,Undergraduate Degree,65000,5000,0,Yes,3,It's Complicated,Yes,,Male,,Yes - meh
9/11/2019 15:31:21,Full-time,MicroPact,100-999,United States (US),Atlanta,Public Sector,Private,0-2,0-2,Systems Support Tech,System Admin,,40+,20-39,High School,42500,,,Yes,2,Yes,No,,Male,AWS/Cloud,No - never did one
9/11/2019 15:31:58,Full-time,,20-99,United States (US),,Telecommunications,Public,5-10,0-2,Network Specialist,Newtork Admin,2 (II),40+,40-49,Professional Certifications,60000,3600,0,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:32:02,Full-time,Minnesota,"1,000-9,999",United States (US),Minneapolis ,Education,Academia,0-2,,Networking Associate ,Newtork Admin,2 (II),40+,20-39,About to complete BS,55000,,,Yes,4,Yes,Don't know,,Male,,Yes - loved it
9/11/2019 15:32:27,Full-time,,20-99,United States (US),,Advertising,Private,5-10,5-10,Support Technician ,System Admin,,20-39,40-49,Professional Certifications,55000,3000,0,Yes,2,No,Yes,,Male,,No - never did one
9/11/2019 15:32:35,Full-time,,20-99,United States (US),Denver,Software,Private,5-10,2-5,Sr Solutions Architect,Technical Support Engineer,,40+,70-89,Undergraduate Degree,165000,30000,,Yes,6+,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:32:37,Full-time,,100-999,United States (US),,Manufacturing,Public,5-10,2-5,Systems Administrator,System Admin,,40+,40-49,Undergraduate Degree,70000,1000,,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:32:52,Full-time,,100-999,United States (US),Asheville,IT,Non-profit,2-5,0-2,End User Support Specialist,Intern,,40+,40-49,Undergraduate Degree,35000,200,,Yes,1,It's Complicated,No,Feeling Optimistic,Female,,No - never did one
9/11/2019 15:32:55,Full-time,,"100,000+",Canada (CA),,IT,Public,5-10,,Technical Advisor,System Admin,,20-39,20-39,High School,90000,0,,Yes,5,Yes,No,,,,No - never did one
9/11/2019 15:32:57,Full-time,Forcepoint ,"1,000-9,999",United States (US),Denver,Software,Public,5-10,0-2,Lead Systems Engineer,Systems Engineer,3 (III),40+,40-49,Graduate Degree,125000,10000,12500,Yes,5,Yes,No,,Male,"Troubleshooting, digital communication, adaptability ",Yes - meh
9/11/2019 15:32:58,Full-time,,100-999,United States (US),Metro Detroit,Food,Private,10-20,5-10,IT Administrator,System Admin,,40+,40-49,High School,100218,4000,,Yes,4,Yes,No,,Male,PowerShell,No - never did one
9/11/2019 15:33:17,Full-time,Wavin,"10,000-99,999",Poland (PL),Buk,IT,Private,5-10,0-2,MDM Consultant,System Admin,2 (II),40+,20-39,Graduate Degree,18000,0,0,N/A,5,It's Complicated,Don't know,,Male,"Cloud,mobile devices,languages,analytical skills",No - never did one
9/11/2019 15:33:21,Full-time,Zonar Systems,100-999,United States (US),Seattle,Software,Private,5-10,5-10,Software Development Engineer II,Software Engineer (SWE),2 (II),20-39,20-39,Undergraduate Degree,105000,0,0,Yes,5,Yes,No,"Infinite potential, but lots of corporate competition. Keeping the lights on is a bigger challenge than providing constant, interesting problems for the employees.

Employees need to learn fast, manage quick turnaround on P-1 problems from important customers, and be willing to wear a lot of hats. ",Male,"Cloud, CICD, quick learner",No - never did one
9/11/2019 15:34:30,Full-time,City of Austin,"1,000-9,999",United States (US),Austin,IT,N/A,5-10,0-2,IT Systems Administrator Sr,System Admin,,40+,40-49,Undergraduate Degree,74000,0,0,Yes,2,Yes,No,,Male,"Understanding true security posture, ability to communicate needed changes clearly",No - never did one
9/11/2019 15:34:29,Full-time,Capgemini,"100,000+",Germany (DE),Düsseldorf,Software,Private,10-20,10-20,Senior Delivery Architect,Software Engineer (SWE),5 (V),40+,40-49,Graduate Degree,70000,7500,0,N/A,4,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:34:40,Full-time,Washington State Department of Social and Health Services ,"10,000-99,999",United States (US),Tacoma,Government ,N/A,10-20,2-5,IT Systems Administrator ,System Admin,4 (IV),40+,40-49,Undergraduate Degree,78000,,,Yes,3,Yes,Don't know,,Male,Flexibility ,No - never did one
9/11/2019 15:35:12,Full-time,State of Colorado,"1,000-9,999",United States (US),Denver,Hardware,Public,5-10,0-2,IT Systems Analyst,Technical Support Engineer,2 (II),40+,40-49,Trade School,56500,2000,0,No,4,Yes,No,,Male,,No - never did one
9/11/2019 15:35:09,Full-time,,100-999,Germany (DE),Düsseldorf,Retail,Public,2-5,0-2,Cloud Engineer,Dev-Ops,,40+,40-49,Professional Certifications,53000,0,0,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 15:36:53,Full-time,Oklahoma State University,"1,000-9,999",United States (US),Stillwater,Education,Academia,10-20,10-20,IT Manager,Web Developer,,40+,40-49,Undergraduate Degree,68000,,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:35:25,Full-time,Independent School District,100-999,United States (US),San Antonio,Education,Academia,10-20,10-20,Technology Coordinator,Management,,40+,40-49,Trade school plus certs,72000,1000,0,Yes,6+,Yes,No,Educational tech is a fast growing field. Lots of opportunities. Schools are just now waking up to the value that people with technical skills bring to the table and they are starting to pay appropriately.,Male,Soft skills. Knowing how to find the solution.,Yes - meh
